URL,Price,Component_Type,_Best Seller Ranking,Model_Brand,Model_Model,Details_TypeType,Details_Color,Details_Case Material,Details_With Power Supply,Details_Power Supply MountedPower Supply Mounted,Details_Motherboard CompatibilityMotherboard Compatibility,Details_Side Panel WindowSide Panel Window,Details_Dust FiltersDust Filters,"Expansion_Internal 3.5"" Drive Bays","Expansion_Internal 2.5"" Drive Bays",Expansion_Expansion SlotsExpansion Slots,Front Panel Ports_Front Ports,Cooling System_Fan Options,Cooling System_Radiator Options,Dimensions & Weight_Max GPU Length,Dimensions & Weight_Max CPU Cooler Height,Dimensions & Weight_Max PSU Length,Dimensions & Weight_Dimensions (H x W x D),Dimensions & Weight_Weight,Additional Information_Date First Available,Model_Series,Model_Part Number,Details_LEDLED,"Expansion_External 5.25"" Drive Bays",Additional Info_Features,Additional Info_Package Content,"Expansion_External 3.5"" Drive Bays",Details_Power Supply,Cooling System_140mm Fans
https://www.newegg.com/black-gamemax-master-2-atx-full-tower/p/N82E16811445082,97,case,#91 in Computer Cases,GAMEMAX,,ATX Full Tower,Black,ABS / Mesh / Tempered Glass / Metal,,,Micro ATX / ATX / ITX / E-ATX,,Bottom / Top,8,2,8,,"Front: 3 x 120mm(FN-12Rainbow-C9,Fan included) Top: 3 x 120mm ,2x140mm (Fan optional) Rear: 1 x 120mm (FN-12Rainbow-C9,Fan included) Bottom: 1 x 120mm (Fan optional)",Front - Up to 240mm / Rear - Up to 120mm / Top - Up to 280mm / Top - Up to 360mm,420 mm,170 mm,,,,"January 10, 2025",MASTER 2,MASTER 2 Black,ARGB,,"Water cooling ready - top and front can fit up to 360mm water cooling radiator Fan speed controller included Advanced cable management design -25mm Advanced bottom-mounted power supply design Top mounted IO ports - USB 3.0 for up-to-date high speed data transfer 3 x 120mm ARGB fans pre-installed provide great cooling performance (2 x front, 1 x rear) Support up to 170mm CPU cooler Support up to 420mm VGA card Dust filter x top/bottom - easy clean Master2 Black full tower Case is a Tower PC Case with a powerful cooling system, with 3x12cm ARGB fans pre-installed which speed of fan can be controlled via top button. The fan speed can be freely controlled and it is with HD Audio, 2 x USB 2.0 & 2 x USB 3.0 located on the top giving the user easy access. The Master2 case also support E-ATX big size motherboard board as a PC server tower, and it is important that Master case can install total 10 x HDDs to make your PC in Raid 3 or Raid 5 (Redundant Arrays of Independent Drives). Master2 is the outstanding design with an outstanding side window and a luxurious black color with full mesh on the front panel and top cover make sure you can enjoy high-end dust free best cooling. Rolled edges ensure safety and with total 8+2 sets of tool-free HDD's easy to assemble, an additional 2x SSD on the back of the motherboard. Supports 420mm VGA card and 170mm height of CPU cooler.",,,,
https://www.newegg.com/p/N82E16811970025,139,case,,Montech,,,Black,SPCC / Tempered Glass,,,ATX / Micro ATX / Mini ITX,,,2,2,14,,Bottom - 3 x 120mm / Front - 3 x 120mm / Rear - 2 x 120mm / Top - 3 x 120mm,Bottom - Up to 120mm / Rear - Up to 120mm / Top - Up to 360mm,420 mm,175 mm,200 mm,,,"April 29, 2025",,HS02 PRO (B),ARGB,,,,,,
https://www.newegg.com/black-phanteks-xt-mid-tower/p/N82E16811854133,95,case,#1 in Computer Cases,Phanteks,PH-XT523P1_DBK01,Mid-Tower,Black,"Steel Chassis, Tempered Glass Window, ABS plastic",,,"ATX, micro-ATX, mini-ITX, E-ATX (up to 280mm wide)","Yes, Side Tempered Glass",,2x (1x if 2x SSD installed),2x (0x if 2x HDD installed),"7 Also support Vertical GPU, with optional bracket PH-VGPUKT4.0_03R/PH-PGPUKT_01","1 x USB 3.0, 1 x USB-C 3.2 Gen 2, 1 x Audio, 2 x Buttons,",Front: 3 x 120mm / 3 x 140mm Top: 3 x 120mm / 2 x 140mm Rear: 1 x 120mm / 1 x 140mm Midplate: 3 x 120mm,Front: Up to 240 (120mm radiator) Top: Up to 360  (120mm radiator) Rear: Up to 120 (120mm radiator),415 mm,184 mm,270 mm,17.7x9.05x19.68 in,18.01lbs,"February 19, 2024",XT,,,,,XT Pro Chassis 1 x Storage Bracket 4 x M25-140_DBK Fan 1 x D-RGB MB Adapter Accessory Box: 30 x Zip ties 30 x MB/SSD Screw 4 x Thumb Screw 8 x HDD Screw 1 x Standoff Tool 1 x MB stand-off 4 x PSU Screw 12 x 30mm Fan Screw,,,
https://www.newegg.com/p/N82E16811129320,179,case,#6 in Computer Cases,Antec,FLUX PRO,E-ATX Full Tower Case,Black,Steel / Plastic / Glass / Wood,No,Bottom,"E-ATX (<=285mm), ATX, Micro-ATX, ITX",4mm Tempered Glass,Bottom,4,2,8,"2 x USB 3.0, 1 x USB 3.1 Type-C, 1 x Audio, Temp. 1 x Display Switch",Front: 3 x 120mm / 3 x 140mm Top: 3 x 120mm / 3 x 140mm Power Supply Shroud: 3 x 120mm Bottom: 2 x 120mm / 2 x 140mm Rear: 1 x 120mm / 1 x 140mm Included Fan(s): 3 x 140mm Tranquil PWM fans in front + 2 x 120mm P12R PWM reverse fans on PSU shroud + 1 x 140mm Tranquil PWM fan in rear,Front: 120 / 140 / 240 / 280 / 360 / 420mm Top: 120 / 140 / 240 / 280 / 360 / 420mm Power Supply Shroud: 120 / 240 / 360mm Bottom: 120 / 240mm Rear: 120 / 140mm,455 mm,190 mm,180 / 300mm (Include cable) (with HDD) 470mm (Include cable) (without HDD) 180mm (Not Include cable) (Side Mount),"21.45"" x 9.64"" x 20.86""",29.98 lbs.,"September 24, 2024",,,,,,,,,
https://www.newegg.com/black-corsair-frame-4000d-rs-argb-atx-mid-tower/p/N82E16811139228,109,case,#24 in Computer Cases,Corsair,,ATX Mid Tower,Black,Steel / Tempered Glass,No,,Mini-ITX/Micro-ATX/ATX/E-ATX(305mm x 277mm),,Bottom / Front / Side,2,4,,,"Front: 3x 120mm, 2x 140mm, 2x 200mm (3x RS120 ARGB Fans Included)/Top: 3x 120mm, 2x 140mm/Side: 3x 120mm, 2x 140mm/PSU Shroud: 2x 120mm","Front: 360mm, 280mm, 240mm/Top: 360mm, 280mm, 240mm/Side: 360mm, 280mm, 240mm/Rear: 120mm, 140mm",430 mm,170 mm,220 mm,,,"January 07, 2025",FRAME 4000D RS ARGB,CC-9011296-WW,,,,,,,
https://www.newegg.com/black-montech-king-95-atx-mid-tower/p/N82E16811970005,159,case,#22 in Computer Cases,Montech,KING 95 PRO (B),ATX Mid Tower,Black,SPCC / Tempered Glass,No,,ATX / Micro ATX / Mini ITX,Yes,Bottom / Side / Top,8,5,7,"1 x USB Type-C, 2 x USB 3.0, 2 x Audio, 1 x Button",Side: 120mm*2/140mm*2 Top: 120mm*3/140mm*2 Rear: 120mm*1 Bottom: 120mm*3/140mm*2 Pre-installed Fans: Side: 140mm*2 (Reversed ARGB PWM Fans) Top: 120mm*3(Reversed ARGB PWM Fans) Rear: 120mm*1 (ARGB PWM Fans),Side: 120/140/240/280mm Top: 120/140/240/280/360mm Rear: 120mm,420 mm,175 mm,180mm ATX PSU,475*300*442mm,11.85 kg,"November 20, 2023",KING 95,,,,,,,,
https://www.newegg.com/nzxt-h9-flow-all-white-atx-mid-tower/p/N82E16811146346,164,case,#19 in Computer Cases,NZXT,CM-H91FW-01,ATX Mid Tower,White,"SGCC Steel, Tempered Glass",,,ATX / Micro ATX / Mini ITX,,Bottom / Side / Top,2,4 + 2,7,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C, 1 x Audio,",Side: 3 x 120mm (3 x F Series Quiet 120mm (Case Version) included Top: 3 x 120mm / 2 x 140mm Bottom: 3 x 120mm / 2 x 140mm Rear: 1 x 120mm (1 x F Series Quiet 120mm (Case Version) included) * The pre-installed fans are not RGB or ARGB.,Side: UP to 360mm (120/240/360mm)with push/pull Top: UP to 360mm (120/140/240/280/360mm) Bottom: UP to 360mm (120/140/240/280/360mm) Rear: UP to 120mm,max 435mm,max 165mm,up to 200mm,With Feet: 495mmx290mmx466mm Without Feet: 465mmx290mmx466mm,13.9kg,"January 13, 2023",H9 Flow - All White,,,,Max 10 fans Support & 3 Set Radiators (360mm) All White Sku Uninterrupted glass panel for a clear view of the interior Direct airflow to the GPU for handling high-powered components,,,,
https://www.newegg.com/black-corsair-frame-4000d-rs-argb-atx-mid-tower/p/N82E16811139230,114,case,#35 in Computer Cases,Corsair,,ATX Mid Tower,Black,Steel / Tempered Glass,No,,Mini-ITX/Micro-ATX/ATX/E-ATX(305mm x 277mm),,Bottom / Front / Side,2,4,,,"Front: 3x 120mm, 2x 140mm, 2x 200mm (3x RS120 ARGB Fans Included)/Top: 3x 120mm, 2x 140mm/Side: 3x 120mm, 2x 140mm/PSU Shroud: 2x 120mm","Front: 360mm, 280mm, 240mm/Top: 360mm, 280mm, 240mm/Side: 360mm, 280mm, 240mm/Rear: 120mm, 140mm",430 mm,170 mm,220 mm,,,"January 07, 2025",FRAME 4000D RS ARGB,CC-9011312-WW,Non-LED,,,,,,
https://www.newegg.com/nzxt-h9-flow-all-black-atx-mid-tower/p/N82E16811146347,164,case,#29 in Computer Cases,NZXT,H9 Flow,ATX Mid Tower,Black,"SGCC Steel, Tempered Glass",,,ATX / Micro ATX / Mini ITX,,Bottom / Side / Top,2,4 + 2,7,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C, 1 x Audio,",Side: 3 x 120mm (3 x F Series Quiet 120mm (Case Version) included Top: 3 x 120mm / 2 x 140mm Bottom: 3 x 120mm / 2 x 140mm Rear: 1 x 120mm (1 x F Series Quiet 120mm (Case Version) included) * The pre-installed fans are not RGB or ARGB.,Side: UP to 360mm (120/240/360mm)with push/pull Top: UP to 360mm (120/140/240/280/360mm) Bottom: UP to 360mm (120/140/240/280/360mm) Rear: UP to 120mm,max 435mm,max 165mm,up to 200mm,With Feet: 495mmx290mmx466mm Without Feet: 465mmx290mmx466mm,13.9kg,"April 17, 2023",H9 Flow - All Black,CM-H91FB-01,,,Max 10 fans Support & 3 Set Radiators (360mm) Uninterrupted glass panel for a clear view of the interior Direct airflow to the GPU for handling high-powered components,,,,
https://www.newegg.com/charcoal-black-fractal-design-fd-c-nor1c-01-atx-mid-tower/p/N82E16811352203,139,case,#34 in Computer Cases,Fractal Design,FD-C-NOR1C-01,ATX Mid Tower,Charcoal Black,Steel,No,Bottom,ATX / Micro ATX / Mini ITX,No,Front,3 (2 included),2 dedicated + 3 on drive trays (2 trays included),7,"1 x USB 3.2 Gen 2x2 Type-C, 2 x USB 3.0, 2 x Audio",Total fan mounts: 8 x 120 mm or 6 x 140 mm Front: 3 x 120 or 2 x 140 mm (2 x Aspect 140 mm PWM included) Top: 2 x 120/140 mm Rear: 1 x 120 mm Side Bracket: 2 x 120/140 mm,Front: Up to 360/280 mm Top: Up to 240 mm (max 35 mm RAM height) Rear: 120 mm (w/ side bracket in lowest position),355 mm with front fan mounted,"145 mm w/ fan bracket, 170 mm total","255 mm w/ one HDD tray, 155 mm w/ two HDD trays","18.46"" x 8.46"" x 17.6"" with feet/screws/protrusions 17.72"" x 8.46"" x 17.07"" without feet/screws/protrusions",16.76 lbs.,"December 07, 2022",,,No,No,"Sophisticated design accented with real walnut front Designed for ATX / mATX / ITX motherboards Supports GPUs up to 355 mm with front fans Supports GPUs up to 300 mm with 360 mm front radiator Comes with two dedicated 2.5"" mounts and two 3.5""/2.5"" mounts Two Aspect 140 mm PWM fans included Holds 8x 120 mm / 6x 140 mm fans Comes with two combined 3.5""/2.5"" mounts Designated cable management area behind motherboard wall Easy to build in Front I/O features two USB 3.0, one USB Type-C, and headphone/mic jacks Seven bridgeless expansion slots Radiator support: Front - 360/280/240/140/120 mm (151 mm max width), Rear - 120 mm, Top - 240/120 mm (122 mm max width, 35 mm max motherboard component height)",North case Accessory box Fan bracket accessory box User manual,,,
https://www.newegg.com/black-montech-xr-wood-atx-cases/p/N82E16811970017,79,case,,Montech,XR Wood Black,ATX Cases,Black,Steel / Plastic / Wood,No,,ATX / Micro ATX / Mini-ITX,,Bottom / Front / Side / Top,2,2,7,,Front - 3 x 120mm / Rear - 1 x 120mm,Top - Up to 360mm,420 mm,175 mm,230 mm,,,"March 21, 2025",XR Wood,,,,,,,,
https://www.newegg.com/charcoal-black-fractal-design-north-xl-rc-atx-full-tower/p/N82E16811352237,179,case,,Fractal Design,FD-C-NOR1X-05,ATX Full Tower,Charcoal Black,Steel,No,Bottom,ATX / Mini ITX,Yes,,2,4,7,"1x USB 3.2 Gen 2x2 Type-C, 2x USB 3.0, Audio & Mic",Front - 3 x 120mm / Rear - 1 x 120mm / Top - 2 x 140mm / Top - 3 x 120mm,Front - Up to 420mm / Rear - Up to 120mm / Top - Up to 280mm,413 mm,169 mm,290 mm,,,"March 20, 2025",North XL RC,,No,,,,,,
https://www.newegg.com/p/2AM-000Z-000E0,89,case,#11 in Computer Cases,LIAN LI,A3- mATX-WD,,Black,Steel / Wood,No,,ITX / Micro ATX,,Bottom,,,4,"2 x USB 3.0 TYPE-A, 1 x USB 3.1 TYPE-C, 1 x Mic, 1 x HD Audio",Bottom - 2 x 140mm / Bottom - 3 x 120mm / Rear - 1 x 120mm / Side - 2 x 140mm / Side - 3 x 120mm / Top - 2 x 140mm / Top - 3 x 120mm,Bottom - Up to 240mm / Bottom - Up to 280mm / Side - Up to 240mm / Side - Up to 280mm / Side - Up to 360mm / Top - Up to 240mm / Top - Up to 280mm / Top - Up to 360mm,430 mm,167 mm,220 mm,321.5 x 194 x 441.5 mm,,"September 10, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-000Z-000C1,172,case,#21 in Computer Cases,LIAN LI,O11DERGBW,ATX / Micro ATX Mid Tower,White,"Steel, Aluminum, Tempered glass",No,,EATX(under 280mm)/ATX/MICRO-ATX/MINI-ITX,Yes,1 x Bottom,"Hard Drive Cage: 2 X 3.5"" HDD or 2.5"" SSD Side fan Bracket: 2 X 3.5"" HDD or 4x 2.5"" SSD","Behind MB Tray: 2 X 2.5"" SSD",,"2 x USB 3.0, 1 x Audio, 3 x Buttons",Side: 120mm x3 / 140mm x3 Bottom: 120mm x3/ 140mm x3 Rear: 120 mm x1 Top: 120mm x3 / 140mm x3,Side: 360 / 280 /240 Bottom: 360 / 280 /240 Top: 360/ 420 /240,455.7 mm(Max),167 mm(Max),ATX(under 220 mm),478 x (W) 290 x (H) 471 mm,17.2 kg,"January 22, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-000Z-000D8,129,case,#17 in Computer Cases,LIAN LI,O11VPX,E-ATX Mid Tower Chassis,Black,Steel 4.0mm Tempered Glass 3.0mm Tempered Glass Aluminum,No,,ATX / ITX / Micro ATX,,,"2 x 3.5"" HDD or 2.5"" SSD (Hard Drive Cage)","2 x 2.5"" SSD (Behind MB Tray)",,2 x USB 3.0 / 1 x USB 3.1 TYPE-C / 1 x Audio,Top: 3 x 120mm or 2 x 140mm Side: 3 x 120mm Bottom: 3 x 120mm or 2 x 140mm Rear: 2 x 120mm,Bottom - Up to 360mm / Side - Up to 360mm / Top - Up to 280mm / Top - Up to 360mm,408 mm,167 mm,220 mm,446 x 286.5 x 445.4 mm,,"October 22, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-000Z-000D3,72,case,#20 in Computer Cases,LIAN LI,A3- mATX Black,MicroATX Chassis,Black,Steel,,,Micro ATX / ITX,,Bottom,1,2,4,"1 x Power Button, 2 x USB 3.0 Type-A, 1 x USB 3.1 Type-C, 2 x Audio,",Top: 3 x 120mm or 2 x 140mm Side: 3 x 120mm or 2 x 140mm Bottom: 3 x 120mm or 2 x 140mm Rear: 1 x 120mm,Top: 1 x 360/280/240mm Side: 1 x 360/280/240mm Bottom: 1 x 280/240mm,430 mm,167 mm,220 mm,(D) 441.5mm x (W) 194mm x (H) 321.5mm (D) 441.5mm x (W) 194mm x (H) 306mm (w/o feet),,"June 11, 2024",,,,,,,,,
https://www.newegg.com/p/2AM-000Z-000C0,166,case,#10 in Computer Cases,LIAN LI,O11DERGBX,ATX / Micro ATX Mid Tower,Black,"Steel, Aluminum, Tempered glass",No,,EATX(under 280mm)/ATX/MICRO-ATX/MINI-ITX,Yes,1 x Bottom,"Hard Drive Cage: 2 X 3.5"" HDD or 2.5"" SSD Side fan Bracket: 2 X 3.5"" HDD or  4x 2.5"" SSD","Behind MB Tray: 2 X 2.5"" SSD",,"2 x USB 3.0, 1 x Audio, 3 x Buttons",Side: 120mm x3 / 140mm x3 Bottom: 120mm x3/ 140mm x3 Rear: 120 mm x1 Top: 120mm x3 / 140mm x3,Side: 360 / 280 /240 Bottom: 360 / 280 /240 Top: 360/ 420 /240,455.7 mm(Max),167 mm(Max),ATX(under 220 mm),478 x (W) 290 x (H) 471 mm,17.2 kg,"January 22, 2024",,,,,,,,,
https://www.newegg.com/black-asus-prime-micro-atx-tower/p/2AM-0033-000F0,84,case,,ASUS,AP201 ASUS PRIME CASE MESH,Micro ATX Tower,Black,Steel / Plastic,No,,Micro ATX / Mini ITX,No,Bottom,"3 x 2.5""/3.5"" Combo Bay","1 x 2.5"" Bay",4,"2 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 2 Type-C, Audio",Top: 3 x 120mm / 2 x 140mm fan Rear: 1 x 120mm fan (1 x 120mm fan included) Bottom: 2 x 120mm fan,Top: 360mm / 280mm / 240mm / 140mm / 120mm Rear: 120mm,338 mm,170 mm,180 mm,"13.78"" x 8.07"" x 18.11""",12.79 lbs.,"August 11, 2022",Prime,,,,"Quasi-Filter Mesh Panels: A mesh design comprised of over 57,000 precision-machined 1.5mm holes increases airflow and provides a compelling view of the components within your build. Optimized for Cooling: With support for 280 and 360mm radiators and up to six fans, the AP201 is primed to deal with the thermal onslaught of high-performance hardware. Industry-Leading Spatial Efficiency: Despite a 33L footprint, the AP201 supports ATX PSUs up to 180 mm long, graphics cards up to 338 mm long, custom liquid cooling, and various storage devices. Tool-Free Side Panels: A simple yet secure clip mechanism allows chassis side panels to be easily removed and resistant to accidental dislodging. Sizeable Cable-Management: The AP201 features an extended motherboard tray with strategically placed cutouts and a 32 mm gap to tuck cables out of sight. Front Panel USB Type-C Support: The front panel of the AP201 features a USB 3.2 Gen 2 Type-C port, so users can enjoy transfer speeds of up to 10 Gbps.",,,,
https://www.newegg.com/p/N82E16811353262,56,case,#84 in Computer Cases,DIYPC,ARGB-G5-BK,Micro ATX Tower,Black,Steel / Tempered Glass,No,Bottom,Micro ATX / Mini-ITX,Yes,,1,2,4,2 x USB 2.0 / 1 x USB 3.0 / Audio In & Out (HD),Top: 2 x 120mm or 2 x 140mm fan (Optional) Front: 3 x 120mm ARGB Fan (pre-installed) Rear: 1 x 120mm ARGB LED fan (pre-installed) PSU Top: 2 x 120mm fan (Optional),Rear - Up to 120mm / Top - Up to 360mm,340 mm,165 mm,170 mm,"16.12"" x 8.48"" x 16.8""",,"April 23, 2025",,,ARGB,,"DIYPC ARGB-G5-BK is a Micro ATX gaming case. The minimalist square mesh front panel design highlights the best heat dissipation performance and better release of RGB lighting, and the rectangular structure body shape of the mid-tower chassis coexists with practicality and beauty. 2 ways to control RGB Fan Lighting: Either by Manual RGB LED Button on Top I/O Panel; or if your motherboard has 5v addressable connector, this case has ARGB 5V/3 pin header ready to SYNC w/your motherboard to control RGB lighting. RGB controller is included. Water cooling ready – Top support up to 280mm , rear support 1 x 120mm liquid cooler Advanced bottom-mounted power supply design Top mounted IO ports - 2 x USB 2.0 / 1 x USB 3.0 for up-to-date high speed data transfer 8 fans capability (3 x 120mm ARGB fan x front, 1 x 120mm ARGB fan x rear pre-installed) provide great cooling and gaming performance Hinged door tempered glass side panel Magnetic dust filter at top - easy clean Support up to 165mm CPU cooler Support up to 360mm VGA card",,,,
https://www.newegg.com/charcoal-black-fractal-design-north-atx-mid-tower/p/N82E16811352215,179,case,#12 in Computer Cases,Fractal Design,FD-C-NOR1X-01,ATX Full Tower,Charcoal Black,Steel,No,Bottom,ATX / E-ATX / Micro ATX / Mini ITX,No,Front,2 (2 included),2 dedicated + 2 on included drive trays,7,"Front I/O features two USB 3.0, one USB 3.2 Gen 2x2 Type-C, and headphone/mic jacks","Total fan mounts: 9 x 120 mm or 8 x 140 mm Front: 3 x 120, 3 x 140 mm (3 x Aspect 140 mm PWM Included) Top: 3 x 120, 2 x 140 or 2 x 180 mm Rear: 1 x 120/140 mm Side Bracket: 2 x 120/140 mm",Front: Up to 420/ 360 mm Top: Up to 280/ 360 mm Rear: 120/140 mm (w/ side bracket in lowest position),413 mm with front fan mounted / 380 mm with 420/360 mm front mounted radiator,155 mm with Fan Bracket / 185 mm w.o.,"290 mm w/ one HDD tray, 175 mm w/ two HDD trays",503 x 240 x 509 mm 490 x 240 x 490 mm w/o feet/protrusions/screws,9.7 kg,"March 07, 2024",North,,No,,"• Designed for E-ATX / ATX / mATX / mITX motherboards • Sleek design featuring wood and alloy details • Natural airflow through an open front and ventilated mesh • Includes three 140 mm Aspect PWM fans • Compatible with GPUs up to 413 mm with a front fan • Compatible with GPUs up to 380 mm with a 420 mm front radiator • Easy to access with removable side, front and top panels • Spacious and intuitive interior layout for an enjoyable building experience • Stylish look which integrates effortlessly into your living space • Easy to build in • Front I/O features two USB 3.0, one USB Type-C, and headphone/mic jacks • Seven bridgeless expansion slots • Radiator support: Max Top: 360 mm (width up to 137 mm)  / 280 (max width 157 mm); Max Front: 420 mm (length up to 465 mm) (thickness up to 40 mm) (radiator end tank limitations in manual); Max Rear: 140 mm",North XL case Accessory box Fan bracket accessory box User manual,,ATX,3.0
https://www.newegg.com/black-gamemax-master-2-atx-full-tower/p/N82E16811445082,97,case,#91 in Computer Cases,GAMEMAX,,ATX Full Tower,Black,ABS / Mesh / Tempered Glass / Metal,,,Micro ATX / ATX / ITX / E-ATX,,Bottom / Top,8,2,8,,"Front: 3 x 120mm(FN-12Rainbow-C9,Fan included) Top: 3 x 120mm ,2x140mm (Fan optional) Rear: 1 x 120mm (FN-12Rainbow-C9,Fan included) Bottom: 1 x 120mm (Fan optional)",Front - Up to 240mm / Rear - Up to 120mm / Top - Up to 280mm / Top - Up to 360mm,420 mm,170 mm,,,,"January 10, 2025",MASTER 2,MASTER 2 Black,ARGB,,"Water cooling ready - top and front can fit up to 360mm water cooling radiator Fan speed controller included Advanced cable management design -25mm Advanced bottom-mounted power supply design Top mounted IO ports - USB 3.0 for up-to-date high speed data transfer 3 x 120mm ARGB fans pre-installed provide great cooling performance (2 x front, 1 x rear) Support up to 170mm CPU cooler Support up to 420mm VGA card Dust filter x top/bottom - easy clean Master2 Black full tower Case is a Tower PC Case with a powerful cooling system, with 3x12cm ARGB fans pre-installed which speed of fan can be controlled via top button. The fan speed can be freely controlled and it is with HD Audio, 2 x USB 2.0 & 2 x USB 3.0 located on the top giving the user easy access. The Master2 case also support E-ATX big size motherboard board as a PC server tower, and it is important that Master case can install total 10 x HDDs to make your PC in Raid 3 or Raid 5 (Redundant Arrays of Independent Drives). Master2 is the outstanding design with an outstanding side window and a luxurious black color with full mesh on the front panel and top cover make sure you can enjoy high-end dust free best cooling. Rolled edges ensure safety and with total 8+2 sets of tool-free HDD's easy to assemble, an additional 2x SSD on the back of the motherboard. Supports 420mm VGA card and 170mm height of CPU cooler.",,,,
https://www.newegg.com/p/N82E16811147365,79,case,,Rosewill,Helium NAS,ATX Mid Tower,Black,Steel / Plastic,No,Bottom,ATX / ITX / Micro ATX,Mesh,Yes,10,3,7,1 x USB 3.1 Type-C / 2 x USB 3.0 / Audio,"Front: 3 x 120mm, 3 x 140mm (3x 140mm Included) Top: 3 x 120mm, 2 x 140mm Rear: 1x 120mm, 1 x 140mm (1 x 140mm Included)",Front: 360mm / 280mm / 240mm Top: 360mm / 280mm / 240mm Rear: 120mm,280 mm,180 mm,200 mm,,,"February 26, 2025",,,,,"High-Airflow with All Mesh Panels:  Three mesh panels provide massive airflow to your system, ensuring maximum cooling performance. Cable Management System:  A roomy 26mm of space behind the motherboard allows for quick and easy routing of all your major cables, keeping your build clean and organized. Included 4x 140mm PWM Fan Expansive Storage for Your Home Server: Designed to support thirteen hard drives, offering plenty of storage for all your gaming and data needs Modern Front Panel I/O: Features a USB 3.1 Type-C port, USB 3.0 port",,,,
https://www.newegg.com/p/N82E16811970025,139,case,,Montech,,,Black,SPCC / Tempered Glass,,,ATX / Micro ATX / Mini ITX,,,2,2,14,,Bottom - 3 x 120mm / Front - 3 x 120mm / Rear - 2 x 120mm / Top - 3 x 120mm,Bottom - Up to 120mm / Rear - Up to 120mm / Top - Up to 360mm,420 mm,175 mm,200 mm,,,"April 29, 2025",,HS02 PRO (B),ARGB,,,,,,
https://www.newegg.com/p/N82E16811147368,89,case,,Rosewill,FBM-X3-650 M,Micro ATX Tower,Black,Steel / Plastic,650W,Bottom,Micro ATX / Mini ITX,Mesh,Yes,2,2,4,2 x USB 3.0 / 1 x USB 2.0 / Audio,"Front: 3 x 120mm, 2 x 140mm (2 x 140mm included) , 1x 200mm Top: 2 x 120mm, 2 x 140mm Rear: 1x 120mm (1 x 120mm Included)",Front: 280mm / 240mm Top: 280mm / 240mm Rear: 120mm,350 mm,170 mm,200 mm,,,"February 26, 2025",,,ARGB,,"Pre-installed 650W ATX 3.1 80 Plus gold power supply, prefect for gaming PC High-Airflow with All Mesh Panels: Three mesh panels provide massive airflow to your system, ensuring maximum cooling performance. Cable Management System: A roomy 27mm of space behind the motherboard allows for quick and easy routing of all your major cables, keeping your build clean and organized.",,,,
https://www.newegg.com/p/N82E16811129320,179,case,#6 in Computer Cases,Antec,FLUX PRO,E-ATX Full Tower Case,Black,Steel / Plastic / Glass / Wood,No,Bottom,"E-ATX (<=285mm), ATX, Micro-ATX, ITX",4mm Tempered Glass,Bottom,4,2,8,"2 x USB 3.0, 1 x USB 3.1 Type-C, 1 x Audio, Temp. 1 x Display Switch",Front: 3 x 120mm / 3 x 140mm Top: 3 x 120mm / 3 x 140mm Power Supply Shroud: 3 x 120mm Bottom: 2 x 120mm / 2 x 140mm Rear: 1 x 120mm / 1 x 140mm Included Fan(s): 3 x 140mm Tranquil PWM fans in front + 2 x 120mm P12R PWM reverse fans on PSU shroud + 1 x 140mm Tranquil PWM fan in rear,Front: 120 / 140 / 240 / 280 / 360 / 420mm Top: 120 / 140 / 240 / 280 / 360 / 420mm Power Supply Shroud: 120 / 240 / 360mm Bottom: 120 / 240mm Rear: 120 / 140mm,455 mm,190 mm,180 / 300mm (Include cable) (with HDD) 470mm (Include cable) (without HDD) 180mm (Not Include cable) (Side Mount),"21.45"" x 9.64"" x 20.86""",29.98 lbs.,"September 24, 2024",,,,,,,,,
