title,price,url,brand
Motherboard CPU Combo -  ASRock Z890 Riptide WiFi Bundle with  Intel BX80768285K,858,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4782440,N/A
CPU CPU Cooler Combo -  Intel BX8071512700KF Bundle with  darkFlash DH360D BLACK,245,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764022,N/A
"Intel Core i7-12700 - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 2.1 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512700 LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560","1,017",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781565,N/A
GPU CPU Combo -  MSI RTX 5070 Ti 16G INSPIRE 3X OC Bundle with Intel Core i7-12700KF - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz,"1,079",https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4778784,N/A
CPU CPU Cooler Combo -  Intel BX8071512700K Bundle with  darkFlash DH360D BLACK,285,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764029,N/A
"Intel Core i5-12400F - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W Desktop Processor - BX8071512400F LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2K) DCI-P3 98.5%",848,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781532,N/A
"Intel Core i5-12400 - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W Intel UHD Graphics 730 Desktop Processor - BX8071512400 LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32",409,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781727,N/A
CPU CPU Cooler Combo -  Intel BX8071512900KF Bundle with  darkFlash DH360D BLACK,335,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764036,N/A
Motherboard CPU Combo -  ASRock Z890 Taichi Lite Bundle with  Intel BX80768285K,931,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4782450,N/A
"Intel Core i3-14100F - Core i3 14th Gen Raptor Lake 4-Core (4P+0E) LGA 1700 58W None Integrated Graphics Processor - BX8071514100F LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ7",355,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781708,N/A
"Intel Core i3-12100 - Core i3 12th Gen Alder Lake Quad-Core 3.3 GHz LGA 1700 Processor 60W Intel UHD Graphics 730 Desktop Processor - BX8071512100 LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976)",379,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781718,N/A
"Intel Core i5-13400F Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB Cache, up to 4.6 GHz - Box LG 32"" 144 Hz VA UHD Gaming Monitor FreeSync Premium (AMD Adaptive Sync) DCI-P3 90% (CIE1976) UltraGear 32GQ750-B",400,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781723,N/A
CPU CPU Cooler Combo -  AMD 100-100000926WOF Bundle with  darkFlash DH360D BLACK,227,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4764148,N/A
"Intel Core i5-12400 - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W Intel UHD Graphics 730 Desktop Processor - BX8071512400 LG UltraGear 27"" 480 Hz OLED QHD Gaming Monitor 0.03ms FreeSync Premium & G-Sync Compatible 2560 x 1440 (2",883,https://www.newegg.com/Product/ComboDealDetails?ItemList=Combo.4781543,N/A
